hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
f7cde9c18b31e87893961218ce832c53491d3347,erikrose_nose-progressive,Add some trove classifiers.," Refactored setup.py for improved classification of development status, environment, and Python versions supported."," Refactored setup.py for improved classification of development status, environment, and Python versions supported."," Refactored setup.py for improved classification of development status, environment, and Python versions supported."
47d3e7c53dee856fe70f1ee951da2ad8bb524fe9,structurizr_java,Forced the client integration tests to ignore the remote workspace., Disabled auto-merge for Structurizr Client Integration Tests., Disabled auto-merge for Structurizr Client Integration Tests., Disabled auto-merge for Structurizr Client Integration Tests.
4eb8de1e2fea189959409f74318802cc913f66d3,dereneaton_ipyrad,"Added code to test for empty utemp file in build_clusters(). It
just does a sys.exit for now, but at least it catches this bug."," Fixed issue with empty .utemp files causing script crash in step3, added error handling for such cases."," Fixed issue with empty .utemp files causing script crash in step3, added error handling for such cases."," Fixed issue with empty .utemp files causing script crash in step3, added error handling for such cases."
92d53e71e039eb27e000c1c5c49d2c1e7cb301c5,auraphp_Aura.Router,always have a default value in place, Combine handling of named values and value initialization in Route class, Combine handling of named values and value initialization in Route class, Combine handling of named values and value initialization in Route class
b90ad412d55833214c4bc664ba6f60c2f4692e77,hashicorp_terraform,provider/aws: Increase timeout for creating security group (#<I>), Increase timeout for waiting for AWS security group to exist (5 minutes), Increase timeout for waiting for AWS security group to exist (5 minutes), Increase timeout for waiting for AWS security group to exist (5 minutes)
5484bbf5de6951d83ebd418545af8f719afca78a,primefaces_primereact,add lazy as property of DataScroller, Added 'lazy' prop to DataScroller component for lazy loading functionality, Added 'lazy' prop to DataScroller component for lazy loading functionality, Added 'lazy' prop to DataScroller component for lazy loading functionality
5a720bd7cd7355116f27ede592af3a8811de1867,veo-labs_openveo-api,"Fix JavaScript error when a translation dictionary does not exist

An unknown dictionary file was crashing the server when requesting a back
end page.", Refactor error logging for i18n module to use logger instead of process.error for better structured logs., Refactor error logging for i18n module to use logger instead of process.error for better structured logs., Refactor error logging for i18n module to use logger instead of process.error for better structured logs.
504010d1585b9e2e3cafa7e46dd8bd3bb4f14a10,SFDO-Tooling_CumulusCI,Test that verbose option can be set (and not much more), Added test for running RobotFramework tasks with verbose output to improve test coverage, Added test for running RobotFramework tasks with verbose output to improve test coverage, Added test for running RobotFramework tasks with verbose output to improve test coverage
e13161fca8212f322d2964b0b18487ec630e4b7e,astrocatalogs_astrocats,BUG: fixed location of 'get_max_light()' function., MAINT: Optimized get_max_light calculation in superfit task for performance, MAINT: Optimized get_max_light calculation in superfit task for performance, MAINT: Optimized get_max_light calculation in superfit task for performance
22520a9cec21e2bb1ecd275f248c7a143647da78,bolt_bolt,Allow SerachPackage to search either full text or name only, * Refine SearchPackage action to support both name-only and full-text search, * Refine SearchPackage action to support both name-only and full-text search, * Refine SearchPackage action to support both name-only and full-text search
cd31b797fd442975e6a720c001ffdf591c101de5,jupyterhub_jupyter-server-proxy,Bump to <I>., Bump version to 0.8.6, Bump version to 0.8.6, Bump version to 0.8.6
ab92f1dda61bca72197c90a236021cc717e5a891,thelia_core,"Delete images cache directory, not global cache directory", Clear image cache from web root when --with-images option is used for cache:clear command., Clear image cache from web root when --with-images option is used for cache:clear command., Clear image cache from web root when --with-images option is used for cache:clear command.
b92f955f938b9487ffc2bb7afbd8b57151e0f13d,xing_beetle,"ensure publisher closes the connection

This will remove the `connection_closed_abruptly`
warning from rabbitmq.", Improved publisher graceful shutdown: added at_exit to close connection properly, Improved publisher graceful shutdown: added at_exit to close connection properly, Improved publisher graceful shutdown: added at_exit to close connection properly
1076ee4e06c43a45f7bf561bb9966a5750143be5,erming_shout,Server correctly sends text/html MIME type and response code <I> for the root index., Added Content-Type header and response body to HTML responses for improved browser rendering., Added Content-Type header and response body to HTML responses for improved browser rendering., Added Content-Type header and response body to HTML responses for improved browser rendering.
19fd20c6cf65c3cb5d3c9a5affdaa70bdc4ade52,dropwizard_dropwizard,Fixes a NullPoinerException when the Service class is placed in the root package (i.e. no declared package)., Added package handling for version retrieval in Cli class., Added package handling for version retrieval in Cli class., Added package handling for version retrieval in Cli class.
fc58f4b99d71793a1d05022f82decde83bf9b362,alecthomas_voluptuous,Bump to <I>., Bumped version to 0.8.5 due to changes in `voluptuous.py`., Bumped version to 0.8.5 due to changes in `voluptuous.py`., Bumped version to 0.8.5 due to changes in `voluptuous.py`.
1f8c7ff7a41429cf5e9f8b1f8011cde64b83971b,apache_flink,"[hotfix][chck] Remove Nullable annotation from method with primitive return type

ZooKeeperStateHandleStore#releaseAndTryRemove returns a primitive boolean and, thus,
does not need a @Nullable annotation.", Refactor ZooKeeperStateHandleStore to handle nullability of pathInZooKeeper parameter in releaseAndTryRemove method for better error handling., Refactor ZooKeeperStateHandleStore to handle nullability of pathInZooKeeper parameter in releaseAndTryRemove method for better error handling., Refactor ZooKeeperStateHandleStore to handle nullability of pathInZooKeeper parameter in releaseAndTryRemove method for better error handling.
e2465dfc6182a990b23986ce6100e0477f1049d1,claroline_Distribution,[CoreBundle] Improve displayForm method for displaying modal with a form in it, [CoreBundle] modal.js form submission behavior adjustment - added submit parameter control for ajax requests., [CoreBundle] modal.js form submission behavior adjustment - added submit parameter control for ajax requests., [CoreBundle] modal.js form submission behavior adjustment - added submit parameter control for ajax requests.
7c72a3c32aaca256a98edbf3b220945f7eb4dd76,public-law_validated_object,refactor: #save_expected_class, Introduces save_error_message method for more flexible error messages and improves boolean validation, Introduces save_error_message method for more flexible error messages and improves boolean validation, Introduces save_error_message method for more flexible error messages and improves boolean validation
63fe493b73437b734e00af68bec1c3bb4407168e,thombashi_pytablewriter,"Make pytest-runner a conditional requirement

Check for pytest-runner only if setup.py was invoked with 'test'
argument."," Added pytest-runner to setup requirements based on command line arguments, and updated setup_requires accordingly."," Added pytest-runner to setup requirements based on command line arguments, and updated setup_requires accordingly."," Added pytest-runner to setup requirements based on command line arguments, and updated setup_requires accordingly."
20fe46fa0f788429698eaa08e75cf8c27957a61c,EpistasisLab_tpot,Fix syntax errors in assert_raises, Simplified assertion in test_nn_errors_on_invalid_input_types for better readability., Simplified assertion in test_nn_errors_on_invalid_input_types for better readability., Simplified assertion in test_nn_errors_on_invalid_input_types for better readability.
